P1	Elphinstone Road --> Bandra
P10431	Wadala Road --> Dockyard Road
P10432	Sanpada --> Sandhurst Road
P10433	Tilak Nagar --> Chembur
P10434	Tilak Nagar --> Chunabhatti
P10435	Dockyard Road --> Guru Tegh Bahadur Nagar
P10436	Mankhurd --> Mansarovar
P10437	Chunabhatti --> Sanpada
P10438	Sandhurst Road --> Sewri
P10439	Seawoods-Darave --> Panvel
P10440	Reay Road --> Wadala Road
P10441	Reay Road --> Kharghar
P10442	Panvel --> Vashi
P10443	Nerul --> Reay Road
P10444	Kurla --> Guru Tegh Bahadur Nagar
P10445	Kurla --> Chhatrapati Shivaji Terminus
P10446	Dockyard Road --> Govandi
P10447	Khandeshwar --> Sanpada
P10448	Guru Tegh Bahadur Nagar --> Chembur
P10449	Nerul --> Chembur
P10450	Wadala Road --> Panvel
P10451	Dockyard Road --> Sandhurst Road
P10452	Seawoods-Darave --> Kurla
P10453	Sewri --> Chunabhatti
P10454	Mansarovar --> Tilak Nagar
P10455	Chhatrapati Shivaji Terminus --> Panvel
P10456	Sewri --> Guru Tegh Bahadur Nagar
P10457	Sandhurst Road --> Tilak Nagar
P10458	Sanpada --> Nerul
P10459	Govandi --> CBD Belapur
P10460	Chunabhatti --> Panvel
P10461	Reay Road --> Chembur
P10462	Govandi --> Chunabhatti
P10463	Govandi --> Panvel
P10464	Wadala Road --> Govandi
P10465	Chembur --> Seawoods-Darave
P10466	Sandhurst Road --> Chembur
P10467	Sewri --> Dockyard Road
P10468	Kurla --> Panvel
P10469	Govandi --> Guru Tegh Bahadur Nagar
P10470	Vashi --> Govandi
P10471	Vashi --> Tilak Nagar
P10472	Khandeshwar --> Govandi
P10473	Reay Road --> Chunabhatti
P10474	Guru Tegh Bahadur Nagar --> Cotton Green
P10475	Dockyard Road --> Chembur
P10476	Chunabhatti --> Govandi
P10477	CBD Belapur --> Guru Tegh Bahadur Nagar
P10478	Dockyard Road --> Panvel
P10479	Mansarovar --> CBD Belapur
P10480	Wadala Road --> Kharghar
P10481	Reay Road --> Nerul
P10482	Sandhurst Road --> Wadala Road
P10483	Nerul --> Chunabhatti
P10484	Juinagar --> Dockyard Road
P10485	Tilak Nagar --> Kharghar
P10486	Chunabhatti --> Mansarovar
P10487	Vashi --> Seawoods-Darave
P10488	Chunabhatti --> Kharghar
P10489	Chembur --> Kharghar
P10490	Sewri --> Govandi
P10491	Chunabhatti --> Nerul
P10492	Sewri --> Chunabhatti
P10493	Tilak Nagar --> Kharghar
P10494	Chembur --> Guru Tegh Bahadur Nagar
P10495	Cotton Green --> Chunabhatti
P10496	Sanpada --> Chunabhatti
P10497	Juinagar --> Govandi
P10498	Sandhurst Road --> Mankhurd
P10499	Govandi --> Tilak Nagar
P10500	Kurla --> Dockyard Road
P10501	Cotton Green --> Nerul
P10502	Chhatrapati Shivaji Terminus --> Sewri
P10503	Sewri --> Chhatrapati Shivaji Terminus
P10504	Chunabhatti --> Sanpada
P10505	Sanpada --> Tilak Nagar
P10506	Chhatrapati Shivaji Terminus --> Sanpada
P10507	Tilak Nagar --> Seawoods-Darave
P10508	Reay Road --> Sanpada
P10509	Mansarovar --> Sandhurst Road
P10510	Juinagar --> Kharghar
P10511	Chunabhatti --> Tilak Nagar
P10512	Mankhurd --> Govandi
P10513	Khandeshwar --> Nerul
P10514	Dockyard Road --> Guru Tegh Bahadur Nagar
P10515	Guru Tegh Bahadur Nagar --> Vashi
P10516	Nerul --> Dockyard Road
P10517	Mansarovar --> Kharghar
P10518	Kharghar --> Kurla
P10519	Govandi --> Dockyard Road
P10520	Nerul --> Juinagar
P10521	Reay Road --> Wadala Road
P10522	Sandhurst Road --> Sanpada
P10523	Guru Tegh Bahadur Nagar --> Kurla
P10524	Vashi --> Juinagar
P10525	Wadala Road --> CBD Belapur
P10526	Seawoods-Darave --> Wadala Road
P10527	Juinagar --> CBD Belapur
P10528	Cotton Green --> Govandi
P10529	Tilak Nagar --> Dockyard Road
P10530	Sewri --> Mansarovar
P10531	Seawoods-Darave --> Juinagar
P10532	Reay Road --> Khandeshwar
P10533	Dockyard Road --> Seawoods-Darave
P10534	Dockyard Road --> Wadala Road
P10535	Panvel --> Govandi
P10536	Chhatrapati Shivaji Terminus --> Kurla
P10537	Dockyard Road --> Govandi
P10538	Vashi --> Mankhurd
P10539	Khandeshwar --> Kurla
P10540	Dockyard Road --> Chunabhatti
P10541	Wadala Road --> Chembur
P10542	Govandi --> Vashi
P10543	Tilak Nagar --> Sandhurst Road
P10544	Dockyard Road --> Kharghar
P10545	Mansarovar --> Vashi
P10546	Sanpada --> Cotton Green
P10547	Dockyard Road --> Chunabhatti
P10548	Vashi --> Mankhurd
P10549	Mankhurd --> Guru Tegh Bahadur Nagar
P10550	Kharghar --> Khandeshwar
P10551	Vashi --> Sanpada
P10552	Reay Road --> Vashi
P10553	Sanpada --> Dockyard Road
P10554	Sanpada --> Mansarovar
P10555	Govandi --> Khandeshwar
P10556	Panvel --> Mansarovar
P10557	Vashi --> Sanpada
P10558	Dockyard Road --> Khandeshwar
P10559	Sandhurst Road --> Reay Road
P10560	Tilak Nagar --> Chunabhatti
P10561	Chunabhatti --> Vashi
P10562	Mankhurd --> Khandeshwar
P10563	Juinagar --> Vashi
P10564	Panvel --> Cotton Green
P10565	Panvel --> Vashi
P10566	Chunabhatti --> Cotton Green
P10567	Chhatrapati Shivaji Terminus --> CBD Belapur
P10568	Wadala Road --> Sewri
P10569	Chembur --> Sanpada
P10570	Sewri --> Sandhurst Road
P10571	Juinagar --> Panvel
P10572	Chembur --> Seawoods-Darave
P10573	Kharghar --> Chembur
P10574	Sandhurst Road --> Chhatrapati Shivaji Terminus
P10575	Kharghar --> Tilak Nagar
P10576	Chembur --> Nerul
P10577	Wadala Road --> Chhatrapati Shivaji Terminus
P10578	Juinagar --> Vashi
P10579	Chunabhatti --> Mankhurd
P10580	Cotton Green --> Sewri
P10581	Chunabhatti --> Seawoods-Darave
P10582	CBD Belapur --> Chhatrapati Shivaji Terminus
P10583	Dockyard Road --> CBD Belapur
P10584	Sandhurst Road --> Dockyard Road
P10585	Chhatrapati Shivaji Terminus --> CBD Belapur
P10586	Mankhurd --> Sandhurst Road
P10587	Chembur --> Kurla
P10588	Kharghar --> Mansarovar
P10589	Chhatrapati Shivaji Terminus --> Vashi
P10590	Nerul --> CBD Belapur
P10591	Wadala Road --> Guru Tegh Bahadur Nagar
P10592	Dockyard Road --> Wadala Road
P10593	Kharghar --> Mankhurd
P10594	Wadala Road --> CBD Belapur
P10595	Juinagar --> Khandeshwar
P10596	Dockyard Road --> Guru Tegh Bahadur Nagar
P10597	Kurla --> Sanpada
P10598	Chembur --> Panvel
P10599	Wadala Road --> Sandhurst Road
P10600	Mansarovar --> Reay Road
P10601	Panvel --> Wadala Road
P10602	Dockyard Road --> Sandhurst Road
P10603	Nerul --> Khandeshwar
P10604	Sanpada --> Dockyard Road
P10605	Chhatrapati Shivaji Terminus --> Seawoods-Darave
P10606	Chhatrapati Shivaji Terminus --> Tilak Nagar
P10607	Govandi --> Kharghar
P10608	Cotton Green --> Nerul
P10609	Vashi --> Nerul
P10610	CBD Belapur --> Sandhurst Road
P10611	Cotton Green --> Govandi
P10612	CBD Belapur --> Cotton Green
P10613	Chhatrapati Shivaji Terminus --> Sandhurst Road
P10614	Seawoods-Darave --> Govandi
P10615	Panvel --> Seawoods-Darave
P10616	Sewri --> Sandhurst Road
P10617	Chhatrapati Shivaji Terminus --> Govandi
P10618	Mankhurd --> Reay Road
P10619	Chhatrapati Shivaji Terminus --> Sewri
P10620	Khandeshwar --> Mankhurd
P10621	Sandhurst Road --> CBD Belapur
P10622	Tilak Nagar --> Wadala Road
P10623	Mankhurd --> Chunabhatti
P10624	Chhatrapati Shivaji Terminus --> Kurla
P10625	Chembur --> Vashi
P10626	Kurla --> Sewri
P10627	Govandi --> Tilak Nagar
P10628	Sanpada --> Dockyard Road
P10629	Wadala Road --> Kharghar
P10630	Seawoods-Darave --> Chembur
P10631	Chunabhatti --> Khandeshwar
P10632	Kharghar --> Dockyard Road
P10633	Cotton Green --> Vashi
P10634	Cotton Green --> Kharghar
P10635	Chhatrapati Shivaji Terminus --> Reay Road
P10636	Sandhurst Road --> Guru Tegh Bahadur Nagar
P10637	Reay Road --> Dockyard Road
P10638	Chhatrapati Shivaji Terminus --> Vashi
P10639	Khandeshwar --> Chunabhatti
P10640	Chembur --> Cotton Green
P10641	Dockyard Road --> Kharghar
P10642	Nerul --> Govandi
P10643	Govandi --> Nerul
P10644	Dockyard Road --> Chembur
P10645	Dockyard Road --> Wadala Road
P10646	Khandeshwar --> Guru Tegh Bahadur Nagar
P10647	Tilak Nagar --> Mansarovar
P10648	Nerul --> Mankhurd
P10649	Nerul --> Sewri
P10650	Dockyard Road --> Vashi
P10651	Chunabhatti --> Panvel
P10652	CBD Belapur --> Mankhurd
P10653	CBD Belapur --> Dockyard Road
P10654	Reay Road --> Guru Tegh Bahadur Nagar
P10655	Cotton Green --> Chembur
P10656	Vashi --> Panvel
P10657	Govandi --> Kharghar
P10658	Dockyard Road --> Guru Tegh Bahadur Nagar
P10659	Chembur --> Kharghar
P10660	Govandi --> Chhatrapati Shivaji Terminus
P10661	Vashi --> Mansarovar
P10662	Sandhurst Road --> Mankhurd
P10663	Sandhurst Road --> Tilak Nagar
P10664	Mansarovar --> Chembur
P10665	Kharghar --> Mankhurd
P10666	Chembur --> Guru Tegh Bahadur Nagar
P10667	Sanpada --> Reay Road
P10668	Juinagar --> Chhatrapati Shivaji Terminus
P10669	Vashi --> Mankhurd
P10670	Chhatrapati Shivaji Terminus --> Mankhurd
P10671	Chembur --> Tilak Nagar
P10672	Wadala Road --> Govandi
P10673	Cotton Green --> Dockyard Road
P10674	CBD Belapur --> Kharghar
P10675	Chembur --> Mansarovar
P10676	Dockyard Road --> Mansarovar
P10677	Guru Tegh Bahadur Nagar --> Vashi
P10678	Khandeshwar --> Kharghar
P10679	Panvel --> Guru Tegh Bahadur Nagar
P10680	Kharghar --> Sanpada
P10681	Sanpada --> Tilak Nagar
P10682	Mankhurd --> Sandhurst Road
P10683	Reay Road --> Sandhurst Road
P10684	Govandi --> CBD Belapur
P10685	Chhatrapati Shivaji Terminus --> Dockyard Road
P10686	Vashi --> Chhatrapati Shivaji Terminus
P10687	Dockyard Road --> Chembur
P10688	Sanpada --> Reay Road
P10689	Chunabhatti --> Vashi
P10690	Juinagar --> Vashi
P10691	Cotton Green --> Kurla
P10692	Khandeshwar --> Kurla
P10693	Khandeshwar --> Sewri
P10694	Guru Tegh Bahadur Nagar --> Khandeshwar
P10695	Juinagar --> Chunabhatti
P10696	Khandeshwar --> Sewri
P10697	Kharghar --> Sandhurst Road
P10698	Wadala Road --> Nerul
P10699	Seawoods-Darave --> Sanpada
P10700	Seawoods-Darave --> Khandeshwar
P10701	Vashi --> Sanpada
P10702	Reay Road --> Mansarovar
P10703	Vashi --> Kurla
P10704	Reay Road --> Mansarovar
P10705	Nerul --> Khandeshwar
P10706	Khandeshwar --> Juinagar
P10707	Dockyard Road --> Guru Tegh Bahadur Nagar
P10708	Chunabhatti --> Panvel
P10709	Cotton Green --> Sewri
P10710	Nerul --> CBD Belapur
P10711	Panvel --> Juinagar
P10712	Sewri --> Nerul
P10713	Nerul --> Khandeshwar
P10714	Sandhurst Road --> CBD Belapur
P10715	Juinagar --> Chembur
P10716	Cotton Green --> Guru Tegh Bahadur Nagar
P10717	Chembur --> Guru Tegh Bahadur Nagar
P10718	Seawoods-Darave --> Nerul
P10719	Panvel --> Chunabhatti
P10720	Dockyard Road --> Khandeshwar
P10721	Sanpada --> Chembur
P10722	Dockyard Road --> Mankhurd
P10723	Seawoods-Darave --> Tilak Nagar
P10724	Reay Road --> Tilak Nagar
P10725	Chunabhatti --> Guru Tegh Bahadur Nagar
P10726	Nerul --> Sewri
P10727	Sandhurst Road --> Wadala Road
P10728	Seawoods-Darave --> Khandeshwar
P10729	CBD Belapur --> Juinagar
P10730	Juinagar --> Chhatrapati Shivaji Terminus
P10731	Wadala Road --> Sanpada
P10732	Seawoods-Darave --> Chembur
P10733	Dockyard Road --> Guru Tegh Bahadur Nagar
P10734	Wadala Road --> Guru Tegh Bahadur Nagar
P10735	Nerul --> Dockyard Road
P10736	Kurla --> Khandeshwar
P10737	Sanpada --> Wadala Road
P10738	Seawoods-Darave --> Khandeshwar
P10739	Kurla --> Sandhurst Road
P10740	Kurla --> Chhatrapati Shivaji Terminus
P10741	Dockyard Road --> Sandhurst Road
P10742	Khandeshwar --> Govandi
P10743	Juinagar --> Mankhurd
P10744	Mansarovar --> Chembur
P10745	Govandi --> Nerul
P10746	Sanpada --> Chhatrapati Shivaji Terminus
P10747	Juinagar --> Tilak Nagar
P10748	Sewri --> Govandi
P10749	Govandi --> Sanpada
P10750	Mankhurd --> Wadala Road
P10751	Sandhurst Road --> Sanpada
P10752	Panvel --> CBD Belapur
P10753	Wadala Road --> Mankhurd
P10754	Kurla --> Sanpada
P10755	Sandhurst Road --> Mansarovar
P10756	Guru Tegh Bahadur Nagar --> Juinagar
P10757	Mankhurd --> Tilak Nagar
P10758	Khandeshwar --> Tilak Nagar
P10759	Sandhurst Road --> Sewri
P10760	Panvel --> Mankhurd
P10761	Seawoods-Darave --> Kharghar
P10762	Nerul --> Chhatrapati Shivaji Terminus
P10763	Sanpada --> Mansarovar
P10764	Sanpada --> Juinagar
P10765	Sandhurst Road --> Sewri
P10766	Sandhurst Road --> Kurla
P10767	Wadala Road --> Sandhurst Road
P10768	Vashi --> Panvel
P10769	Chembur --> Chhatrapati Shivaji Terminus
P10770	Khandeshwar --> Nerul
P10771	Vashi --> Reay Road
P10772	Wadala Road --> CBD Belapur
P10773	Vashi --> Seawoods-Darave
P10774	Sewri --> Guru Tegh Bahadur Nagar
P10775	Tilak Nagar --> Mankhurd
P10776	Chembur --> Juinagar
P10777	Khandeshwar --> Chembur
P10778	Seawoods-Darave --> Dockyard Road
P10779	Mankhurd --> Seawoods-Darave
P10780	Cotton Green --> Sandhurst Road
P10781	Juinagar --> Govandi
P10782	Kharghar --> Govandi
P10783	Govandi --> Reay Road
P10784	Juinagar --> Mansarovar
P10785	Nerul --> Kurla
P10786	Govandi --> Sandhurst Road
P10787	Vashi --> Khandeshwar
P10788	Seawoods-Darave --> Sanpada
P10789	Tilak Nagar --> Vashi
P10790	Mansarovar --> Vashi
P10791	Vashi --> Wadala Road
P10792	Vashi --> Sanpada
P10793	Panvel --> Reay Road
P10794	Mankhurd --> Kharghar
P10795	Guru Tegh Bahadur Nagar --> Chunabhatti
P10796	Kurla --> Reay Road
P10797	Tilak Nagar --> Kharghar
P10798	Wadala Road --> Kurla
P10799	Chembur --> CBD Belapur
P10800	Kharghar --> Sewri
P10801	Khandeshwar --> Kurla
P10802	Govandi --> Dockyard Road
P10803	Chhatrapati Shivaji Terminus --> Mansarovar
P10804	Mansarovar --> Tilak Nagar
P10805	Nerul --> Wadala Road
P10806	Seawoods-Darave --> Sanpada
P10807	Khandeshwar --> Sandhurst Road
P10808	Sanpada --> Chunabhatti
P10809	Nerul --> Juinagar
P10810	Chunabhatti --> Kharghar
P10811	Vashi --> Dockyard Road
P10812	Kurla --> Reay Road
P10813	Seawoods-Darave --> Juinagar
P10814	Reay Road --> Tilak Nagar
P10815	Nerul --> Chunabhatti
P10816	Kurla --> Guru Tegh Bahadur Nagar
P10817	CBD Belapur --> Cotton Green
P10818	Tilak Nagar --> Dockyard Road
P10819	Chembur --> Dockyard Road
P10820	Sanpada --> Chhatrapati Shivaji Terminus
P10821	Sewri --> Kharghar
P10822	Dockyard Road --> Panvel
P10823	Cotton Green --> Kharghar
P10824	Chunabhatti --> Sandhurst Road
P10825	Guru Tegh Bahadur Nagar --> Mansarovar
P10826	Vashi --> Guru Tegh Bahadur Nagar
P10827	Reay Road --> Guru Tegh Bahadur Nagar
P10828	Reay Road --> CBD Belapur
P10829	Tilak Nagar --> Kurla
P10830	Cotton Green --> Khandeshwar
P10831	Kurla --> Vashi
P10832	Tilak Nagar --> Chhatrapati Shivaji Terminus
P10833	Sanpada --> Vashi
P10834	Vashi --> Dockyard Road
P10835	Kurla --> Juinagar
P10836	Kharghar --> Nerul
P10837	Dockyard Road --> Nerul
P10838	Mankhurd --> Tilak Nagar
P10839	Chhatrapati Shivaji Terminus --> Reay Road
P10840	Vashi --> Govandi
P10841	Dockyard Road --> Mansarovar
P10842	Sewri --> Chembur
P10843	Mankhurd --> Khandeshwar
P10844	Vashi --> Dockyard Road
P10845	Chunabhatti --> Reay Road
P10846	Seawoods-Darave --> Tilak Nagar
P10847	Sandhurst Road --> Juinagar
P10848	Kharghar --> Wadala Road
P10849	Chhatrapati Shivaji Terminus --> Guru Tegh Bahadur Nagar
P10850	Govandi --> Kharghar
P10851	Vashi --> Reay Road
P10852	CBD Belapur --> Vashi
P10853	Wadala Road --> Sandhurst Road
P10854	Juinagar --> Sanpada
P10855	Reay Road --> Khandeshwar
P10856	Chembur --> Govandi
P10857	Reay Road --> CBD Belapur
P10858	Govandi --> Khandeshwar
P10859	Dockyard Road --> Tilak Nagar
P10860	Seawoods-Darave --> CBD Belapur
P10861	Sanpada --> Panvel
P10862	Guru Tegh Bahadur Nagar --> Dockyard Road
P10863	Reay Road --> Vashi
P10864	Chunabhatti --> Tilak Nagar
P10865	Mansarovar --> Sewri
P10866	CBD Belapur --> Khandeshwar
P10867	Chembur --> Sewri
P10868	Nerul --> Khandeshwar
P10869	Kharghar --> CBD Belapur
P10870	Chembur --> Mansarovar
P10871	Chunabhatti --> Mansarovar
P10872	Juinagar --> CBD Belapur
P10873	Juinagar --> Chembur
P10874	Kharghar --> Sanpada
P10875	Seawoods-Darave --> Kharghar
P10876	Mansarovar --> Tilak Nagar
P10877	Mansarovar --> Dockyard Road
P10878	Panvel --> Tilak Nagar
P10879	CBD Belapur --> Chembur
P10880	Chhatrapati Shivaji Terminus --> Nerul
P10881	Govandi --> Sewri
P10882	Mankhurd --> Tilak Nagar
P10883	Guru Tegh Bahadur Nagar --> Mankhurd
P10884	Dockyard Road --> Juinagar
P10885	Cotton Green --> Chembur
P10886	Sandhurst Road --> Reay Road
P10887	Mansarovar --> Vashi
P10888	Dockyard Road --> Chunabhatti
P10889	Tilak Nagar --> Chunabhatti
P10890	Kurla --> CBD Belapur
P10891	Reay Road --> Mansarovar
P10892	Khandeshwar --> Kharghar
P10893	Juinagar --> Mankhurd
P10894	Sewri --> Chembur
P10895	Mankhurd --> Kharghar
P10896	Mankhurd --> Sandhurst Road
P10897	Sandhurst Road --> Reay Road
P10898	Wadala Road --> Cotton Green
P10899	Khandeshwar --> Cotton Green
P10900	Chembur --> Panvel
P10901	Reay Road --> Panvel
P10902	Chunabhatti --> Cotton Green
P10903	Cotton Green --> Kharghar
P10904	Sewri --> Sanpada
P10905	Chembur --> Kharghar
P10906	Chunabhatti --> Chhatrapati Shivaji Terminus
P10907	Chunabhatti --> Sandhurst Road
P10908	Chhatrapati Shivaji Terminus --> Cotton Green
P10909	Govandi --> Wadala Road
P10910	Sewri --> Nerul
P10911	CBD Belapur --> Kharghar
P10912	Wadala Road --> Govandi
P10913	Chunabhatti --> Chembur
P10914	Seawoods-Darave --> Nerul
P10915	Dockyard Road --> Kurla
P10916	Juinagar --> Wadala Road
P10917	Cotton Green --> Seawoods-Darave
P10918	Seawoods-Darave --> Mansarovar
P10919	Reay Road --> Kharghar
P10920	Juinagar --> Sewri
P10921	CBD Belapur --> Tilak Nagar
P10922	Mansarovar --> Reay Road
P10923	Chunabhatti --> Chhatrapati Shivaji Terminus
P10924	Kharghar --> Chhatrapati Shivaji Terminus
P10925	CBD Belapur --> Nerul
P10926	Chembur --> Kurla
P10927	Kharghar --> Chhatrapati Shivaji Terminus
P10928	Kharghar --> Sandhurst Road
P10929	Kurla --> Khandeshwar
P10930	Cotton Green --> Reay Road
P10931	Mankhurd --> Chunabhatti
P10932	Sewri --> Nerul
P10933	Mansarovar --> Kurla
P10934	CBD Belapur --> Seawoods-Darave
P10935	Mansarovar --> Wadala Road
P10936	Guru Tegh Bahadur Nagar --> Cotton Green
P10937	Guru Tegh Bahadur Nagar --> Chunabhatti
P10938	Kurla --> Seawoods-Darave
P10939	Khandeshwar --> Guru Tegh Bahadur Nagar
P10940	CBD Belapur --> Vashi
P10941	Chunabhatti --> Kharghar
P10942	Vashi --> Panvel
P10943	Seawoods-Darave --> Kurla
P10944	Kharghar --> Tilak Nagar
P10945	Wadala Road --> Chhatrapati Shivaji Terminus
P10946	Cotton Green --> Juinagar
P10947	Juinagar --> Sewri
P10948	Chembur --> Cotton Green
P10949	Vashi --> Chunabhatti
P10950	Chhatrapati Shivaji Terminus --> Sanpada
P10951	Sewri --> CBD Belapur
P10952	Juinagar --> Dockyard Road
P10953	Chhatrapati Shivaji Terminus --> Govandi
P10954	Chhatrapati Shivaji Terminus --> Panvel
P10955	Govandi --> Panvel
P10956	Nerul --> Sewri
P10957	Guru Tegh Bahadur Nagar --> Govandi
P10958	Wadala Road --> Chunabhatti
P10959	Nerul --> Wadala Road
P10960	Wadala Road --> Reay Road
P10961	Chembur --> Dockyard Road
P10962	Seawoods-Darave --> Sewri
P10963	Tilak Nagar --> Chembur
P10964	Reay Road --> Mankhurd
P10965	Govandi --> Wadala Road
P10966	Vashi --> Chunabhatti
P10967	Dockyard Road --> Kurla
P10968	Khandeshwar --> Tilak Nagar
P10969	Chunabhatti --> Reay Road
P10970	Chembur --> Mankhurd
P10971	Chembur --> Reay Road
P10972	Juinagar --> Sandhurst Road
P10973	Govandi --> Kurla
P10974	Nerul --> Mansarovar
P10975	Reay Road --> Seawoods-Darave
P10976	Sewri --> Mankhurd
P10977	Panvel --> Govandi
P10978	Sewri --> Sandhurst Road
P10979	Panvel --> Kharghar
P10980	Mansarovar --> Dockyard Road
P10981	Dockyard Road --> Nerul
P10982	Tilak Nagar --> Govandi
P10983	Mansarovar --> Panvel
P10984	Khandeshwar --> CBD Belapur
P10985	Wadala Road --> CBD Belapur
P10986	Juinagar --> Khandeshwar
P10987	Chunabhatti --> Wadala Road
P10988	Kurla --> Kharghar
P10989	Guru Tegh Bahadur Nagar --> Chunabhatti
P10990	Juinagar --> Sandhurst Road
P10991	Reay Road --> Seawoods-Darave
P10992	Chhatrapati Shivaji Terminus --> Sewri
P10993	Seawoods-Darave --> Guru Tegh Bahadur Nagar
P10994	Guru Tegh Bahadur Nagar --> Seawoods-Darave
P10995	Khandeshwar --> Juinagar
P10996	Guru Tegh Bahadur Nagar --> Kurla
P10997	Vashi --> Reay Road
P10998	Tilak Nagar --> Juinagar
P10999	Guru Tegh Bahadur Nagar --> Sanpada
P11000	Khandeshwar --> Sandhurst Road
P11001	Reay Road --> Guru Tegh Bahadur Nagar
P11002	Chunabhatti --> Nerul
P11003	Dockyard Road --> Chunabhatti
P11004	Govandi --> Chembur
P11005	Mansarovar --> Kurla
P11006	Chembur --> Sandhurst Road
P11007	Dockyard Road --> Vashi
P11008	Sewri --> Wadala Road
P11009	Juinagar --> Nerul
P11010	Khandeshwar --> Chembur
P11011	Govandi --> Wadala Road
P11012	Mansarovar --> Juinagar
P11013	Guru Tegh Bahadur Nagar --> Panvel
P11014	Dockyard Road --> Mankhurd
P11015	Chembur --> Tilak Nagar
P11016	Cotton Green --> Kharghar
P11017	Khandeshwar --> Sewri
P11018	Khandeshwar --> Vashi
P11019	Wadala Road --> Seawoods-Darave
P11020	Cotton Green --> Vashi
P11021	Dockyard Road --> Chembur
P11022	Chembur --> Kharghar
P11023	Sewri --> Chunabhatti
P11024	Wadala Road --> Sandhurst Road
P11025	Govandi --> CBD Belapur
P11026	Sewri --> Khandeshwar
P11027	Mankhurd --> Chhatrapati Shivaji Terminus
P11028	Kurla --> Vashi
P11029	Nerul --> Sandhurst Road
P11030	Khandeshwar --> Wadala Road
P11031	Vashi --> Sanpada
P11032	Vashi --> Govandi
P11033	CBD Belapur --> Kharghar
P11034	Kharghar --> Nerul
P11035	Chunabhatti --> Wadala Road
P11036	Nerul --> Mankhurd
P11037	Reay Road --> CBD Belapur
P11038	Mansarovar --> Seawoods-Darave
P11039	Sanpada --> Kharghar
P11040	Sanpada --> Wadala Road
P11041	Sanpada --> Guru Tegh Bahadur Nagar
P11042	Chhatrapati Shivaji Terminus --> Chunabhatti
P11043	Sandhurst Road --> Sewri
P11044	Nerul --> Vashi
P11045	Mansarovar --> Govandi
P11046	Mansarovar --> Sandhurst Road
P11047	Cotton Green --> Seawoods-Darave
P11048	Sandhurst Road --> Vashi
P11049	Wadala Road --> Sanpada
P11050	Panvel --> Kurla
P11051	Govandi --> Mankhurd
P11052	Seawoods-Darave --> Chunabhatti
P11053	Cotton Green --> Sanpada
P11054	Kharghar --> Kurla
P11055	Tilak Nagar --> Chembur
P11056	Chembur --> Kurla
P11057	Reay Road --> Sewri
P11058	Reay Road --> Dockyard Road
P11059	Sewri --> Dockyard Road
P11060	Sewri --> Chunabhatti
P11061	Chembur --> Vashi
P11062	Govandi --> Kurla
P11063	Mansarovar --> Tilak Nagar
P11064	Juinagar --> Guru Tegh Bahadur Nagar
P11065	Govandi --> Mansarovar
P11066	Seawoods-Darave --> Vashi
P11067	Kurla --> Panvel
P11068	Juinagar --> Chembur
P11069	Khandeshwar --> Panvel
P11070	Sandhurst Road --> Kurla
P11071	Sanpada --> Mankhurd
P11072	Kharghar --> Kurla
P11073	Dockyard Road --> Nerul
P11074	Panvel --> Reay Road
P11075	Wadala Road --> Tilak Nagar
P11076	Kurla --> Seawoods-Darave
P11077	CBD Belapur --> Kharghar
P11078	Kurla --> Reay Road
P11079	Chhatrapati Shivaji Terminus --> Kharghar
P11080	Khandeshwar --> Reay Road
P11081	Chhatrapati Shivaji Terminus --> Mankhurd
P11082	CBD Belapur --> Panvel
P11083	Chembur --> Sewri
P11084	Khandeshwar --> Sandhurst Road
P11085	Chunabhatti --> Chembur
P11086	Khandeshwar --> Guru Tegh Bahadur Nagar
